precio,tipo,fraude
608.0283370671513,presencial,False
612.0297973533105,presencial,False
791.0260796422272,online,False
544.1262793719114,online,False
199.94517369391028,presencial,False
401.81171980313025,online,False
704.8284198106874,online,False
305.76051960275845,online,False
382.9399193888619,presencial,False
245.46212346477424,presencial,False
484.06235498633055,online,False
417.1426895573532,online,False
223.246214789386,presencial,False
102.78720031322864,online,False
314.39525358778286,presencial,False
482.3098386363127,online,False
390.9731501989651,presencial,False
323.56423774946177,online,False
470.0146052553542,online,False
299.29691217641977,presencial,False
410.0477807345035,online,False
439.5531948904357,presencial,False
123.477743215686,online,False
412.0600741328115,presencial,False
218.20727502263608,online,False
269.7272849043484,online,False
439.89266057736967,online,False
299.04705952162305,presencial,False
319.1704871709161,online,False
534.9229554486353,online,False
438.3099586003692,presencial,False
241.59515177798676,online,False
423.12347577072757,online,False
238.97796627280135,presencial,False
255.57153023744124,online,False
503.6684832607084,online,False
159.6371460078239,presencial,False
152.18893430526734,presencial,False
447.7919774412762,presencial,False
184.1967244025888,online,False
437.31118244453324,online,False
361.4296132091282,online,False
401.40748891584803,online,False
582.9748266830873,presencial,False
340.11670358696125,online,False
546.3713575493952,presencial,False
262.03070496015056,online,False
365.3200754034779,presencial,False
403.8725819016075,online,False
389.3173210135333,online,False
260.2353492956672,online,False
138.58797916494663,online,False
367.17677925947334,online,False
495.0021684992042,online,False
360.9827127747946,presencial,False
242.47535961978852,online,False
456.8023944282864,online,False
292.0130449405482,online,False
436.76558139315205,online,False
529.2359404769354,presencial,False
411.39177726445865,presencial,False
376.74744400650115,presencial,False
456.7170987341768,online,False
257.38974350911997,presencial,False
468.8117607279556,presencial,False
179.4861073465123,online,False
573.8915887078435,online,False
414.22736469515814,presencial,False
345.05296709093744,online,False
298.19081037416277,presencial,False
483.2555627597304,presencial,False
193.21148846807012,presencial,False
285.1114578195052,presencial,False
643.6195427098493,presencial,False
202.95723285861018,presencial,False
294.4568153277931,online,False
318.9751858507242,presencial,False
546.7127613244637,presencial,False
375.19503120210584,online,False
718.4965137607418,presencial,False
424.7209435874513,online,False
303.15021604191367,online,False
141.40852592506235,online,False
485.0865896332774,online,False
431.61618364723256,online,False
318.7545463957538,presencial,False
511.0594008895717,online,False
179.69365572306282,online,False
533.0564639389473,online,False
653.8586511047155,presencial,False
369.0435112894143,presencial,False
253.85536153643557,online,False
475.4432458607863,online,False
157.05781918997542,presencial,False
242.63977116758372,presencial,False
399.80530436007354,online,False
308.1522487392851,online,False
446.9517771872367,online,False
141.89090444585236,presencial,False
354.11979509254894,online,False
247.84025415224986,presencial,False
224.7439874165556,online,False
281.5042696921448,online,False
493.51196842894234,presencial,False
515.5787451144394,online,False
226.09118430371592,online,False
481.89926278110175,online,False
367.0963553970355,online,False
455.5743327148264,presencial,False
279.1357226545725,online,False
184.50312067925663,presencial,False
379.0604209337399,online,False
193.71080564243235,online,False
282.7025750063707,online,False
544.793381718261,presencial,False
521.2549222675814,presencial,False
377.61853794560983,online,False
545.9725920271975,presencial,False
773.6085748675347,presencial,False
513.8730479804302,online,False
523.1288180680048,online,False
214.8098574130742,presencial,False
361.6542542449168,online,False
336.6045456629828,online,False
255.78904689415845,presencial,False
152.3669848376793,online,False
119.13566297425652,online,False
261.2073125310477,presencial,False
382.65083350905564,online,False
170.56634574109194,online,False
502.52485603146494,online,False
384.18776573195305,online,False
362.25435179063294,online,False
601.7235226573492,online,False
398.8394838794816,presencial,False
596.4048493722739,online,False
120.29586872585843,online,False
407.7239611854217,online,False
532.3727202426502,online,False
308.1837478440846,online,False
390.827973986327,online,False
352.8572278354335,online,False
291.44336216133706,online,False
331.50547242458896,online,False
212.54252351009254,presencial,False
186.50912156920722,presencial,False
391.5607946501307,online,False
476.1649290479474,online,False
428.5935216721032,presencial,False
252.69371832395146,presencial,False
364.4097525483811,online,False
554.3340061439279,presencial,False
165.22587324127454,online,False
424.76629794642326,presencial,False
687.9755069406913,online,False
330.4290987948862,online,False
376.5483740377944,online,False
521.7408023302331,presencial,False
506.27064465262333,online,False
156.28393664817847,online,False
159.56849518946592,presencial,False
249.3079034049467,presencial,False
606.4141872084282,presencial,False
614.6199063477892,online,False
219.7778861060899,online,False
403.64333502617006,online,False
846.5467921118953,presencial,False
506.56056573551814,online,False
498.0069588076785,online,False
181.6144215453198,presencial,False
392.373990108172,online,False
199.17869551823932,online,False
226.20541205960686,online,False
389.2417887788929,online,False
324.08953930950736,presencial,False
228.45706894129265,online,False
294.8605493868041,online,False
563.5750636398709,online,False
235.0068148999209,presencial,False
890.8063938989316,online,False
199.9322239320769,online,False
290.77513979489675,online,False
203.42917113943213,presencial,False
408.87582188494866,presencial,False
202.95402048393157,presencial,False
282.4890934273327,online,False
448.6589658592686,online,False
661.7844704064106,online,False
228.9069839607476,presencial,False
320.27428196243716,presencial,False
416.333803730908,presencial,False
323.22257664648026,online,False
264.9559404885336,online,False
574.7956198162111,online,False
183.67072858533749,presencial,False
356.5469252518998,online,False
435.55234162387006,online,False
746.6934798557521,presencial,False
617.3857598992032,online,False
231.21301743326526,online,False
252.50773005976308,presencial,False
407.40737128887974,online,False
179.52595026112323,online,False
543.2064955318654,online,False
104.83730766152554,presencial,False
606.2159987597274,online,False
131.1745807629925,presencial,False
418.04239014506896,online,False
371.81957306579216,online,False
280.8299525124005,online,False
309.85402343394543,presencial,False
691.024826708058,online,False
354.22537865950903,presencial,False
447.55575341130833,online,False
187.20725658197549,presencial,False
336.72981454723396,presencial,False
462.8501598355275,online,False
696.6157590148835,presencial,False
159.78347445554252,online,False
454.76749081218367,online,False
327.64211115789965,presencial,False
124.9548945969586,online,False
491.7093554002157,online,False
265.84364482177233,online,False
250.15368079800686,presencial,False
355.77834141093643,presencial,False
690.4368524397308,presencial,False
163.234133876081,online,False
304.2521743169157,online,False
305.8744592715333,online,False
353.49000261976056,online,False
330.9642003439526,online,False
358.89359344068345,online,False
354.7524307006054,online,False
175.66430216892633,online,False
320.50822500669983,online,False
458.0490698171239,online,False
216.3395659034303,online,False
632.7459511142165,online,False
352.5805773435693,online,False
350.91198739199444,online,False
178.86440883347416,presencial,False
331.5953130522763,presencial,False
408.0462941809594,online,False
347.67148798332124,online,False
610.2348155816743,presencial,False
341.7886618728573,online,False
441.3038322343099,presencial,False
235.3315725323101,presencial,False
268.09634036065717,presencial,False
598.9210720976065,presencial,False
232.077615551592,presencial,False
257.38793572656454,online,False
145.39359132077465,online,False
548.6540747314241,online,False
275.13368525778134,online,False
365.2169855604921,online,False
184.29545559466976,presencial,False
234.2123432639352,online,False
63.1935329162572,presencial,True
370.92947678430215,online,False
100.91208106107884,online,True
325.39704678296295,online,False
502.63344241904275,online,False
786.2981021586407,online,False
464.61900961738115,presencial,False
235.09603292408227,online,False
580.728611701444,online,False
216.0985618657883,presencial,False
297.34719046189184,online,False
448.3870587683783,online,False
221.5989129039053,presencial,False
301.23691244668544,online,False
137.8005739239341,online,False
376.4707024549436,online,False
495.5930481166116,online,False
48.00927900201497,online,True
273.0716825108874,online,False
357.9437695669954,online,False
514.957308116888,online,False
130.49842515598013,online,False
367.8583428942906,online,False
210.6567841599293,online,False
259.29999819369823,online,False
299.8908426500983,presencial,False
288.3174661027632,online,False
443.5071787020136,online,False
261.12578650423023,online,False
267.40927911060237,online,False
175.53232351709622,presencial,False
277.00253300797465,online,False
248.85987088293305,online,False
198.58648138143866,online,False
359.2537307254263,online,False
484.5928172848053,presencial,False
691.3989105395713,online,False
345.3129249047789,presencial,False
494.42805982050965,online,False
214.03129216676837,online,False
300.64857006183763,presencial,False
184.55925381826722,online,False
457.81168040977605,presencial,False
379.40538973335066,presencial,False
421.17046057730084,presencial,False
352.3155637156416,online,False
494.55392990328795,presencial,False
132.882960139221,presencial,False
244.9453874970326,online,False
330.8935654346607,presencial,False
188.4280135056403,online,False
498.0222068831561,presencial,False
613.811210823095,online,False
567.6404906630224,online,False
337.26746270427003,online,False
317.53043560208073,online,False
278.11958703698366,online,False
620.8298703446383,online,False
309.7511268813386,presencial,False
264.9718637479646,online,False
590.8410985645626,presencial,False
189.90910063903607,presencial,False
143.5648462865303,presencial,False
420.4431972588943,online,False
396.2508822089347,presencial,False
142.39386843350215,online,False
462.62060702049837,online,False
234.92189845722623,online,False
342.79741218445383,online,False
140.69058586248389,presencial,False
219.47386284559244,online,False
178.62138799485646,online,False
271.67807180362234,online,False
193.87118951228248,presencial,False
225.93104310854946,online,False
195.5456592997354,online,False
447.5917654607528,online,False
133.92772523748292,online,False
195.94813034377714,online,False
576.181818733208,online,False
457.7195716469781,online,False
212.12886553577133,presencial,False
400.8935324641905,online,False
503.85465517672753,online,False
103.50553714101368,presencial,False
215.4277592269451,online,False
618.4002563458623,online,False
595.3362954139153,online,False
748.8994071341334,presencial,False
454.8087115140238,presencial,False
592.8503600109138,presencial,False
333.293910573609,online,False
395.25952004119745,presencial,False
661.8921035337014,online,False
138.1019069934566,presencial,False
121.7883684166109,online,False
467.12855243035676,presencial,False
310.91053456782396,online,False
474.14096771138463,presencial,False
302.94390958089934,presencial,False
470.73515499065013,online,False
362.002615815614,online,False
147.3109060062464,online,False
366.5468963873202,online,False
215.00775804675143,online,False
180.57279831630123,presencial,False
417.34215968538365,online,False
533.6970131326839,online,False
512.1494411472023,online,False
449.8115470931388,online,False
268.53593606175457,online,False
581.3233196776581,online,False
389.5690867281686,online,False
187.2269109350975,online,False
188.08764129150157,online,False
399.6145716872009,presencial,False
239.02395434659232,online,False
318.1728456000866,online,False
311.11521624372307,online,False
433.4074339162008,online,False
408.97668450257083,online,False
509.7524536158387,online,False
801.1733481197709,online,False
587.2725413284223,presencial,False
465.33849553450875,online,False
438.2750937542413,online,False
485.0237737336259,online,False
665.208009032497,presencial,False
303.67081127140966,presencial,False
473.01834213887656,online,False
198.0860597546372,online,False
532.8750532182864,presencial,False
188.07060422786296,presencial,False
310.3815442392817,online,False
607.7290427124168,online,False
242.30015256137352,online,False
325.9773420390266,presencial,False
488.39265513373437,online,False
134.19578410506776,online,False
134.73075797010665,online,False
454.8399557995135,online,False
387.1166214601114,online,False
391.7297220727845,online,False
686.7555566708361,presencial,False
327.2970938358613,online,False
461.14629093103474,presencial,False
878.8067183911181,online,False
149.55077268469242,online,False
536.1848622810397,presencial,False
355.1185881641585,online,False
471.24996211523126,online,False
377.8727489099892,online,False
396.7601871167693,presencial,False
198.73614040476477,online,False
633.6408430243243,online,False
369.8926032808094,online,False
218.61751133949502,online,False
179.30967369792623,presencial,False
189.8146149644959,presencial,False
472.9171894223637,online,False
568.2449343375329,online,False
2.1805981669011434,presencial,True
394.55748382678615,online,False
408.93027747132163,online,False
761.4509970290017,presencial,False
339.2273717722534,online,False
276.16129499934925,online,False
255.29314045033962,online,False
329.6186871810083,presencial,False
143.52330385073924,online,False
216.80035582598407,online,False
334.55916292744246,online,False
411.97581309360805,online,False
366.59548860559164,online,False
518.2194775547093,online,False
187.52274119153736,presencial,False
293.374720420848,presencial,False
384.93724442832735,online,False
336.005776775284,online,False
420.7601536931272,presencial,False
537.1663456577608,online,False
344.2786550953893,online,False
181.9263591191107,online,False
215.7655415632394,online,False
571.1528088891575,online,False
229.12620174969535,online,False
367.8542651517248,online,False
271.7795908202928,online,False
287.3294626317615,online,False
161.27936486623105,presencial,False
559.0047878981559,online,False
554.2216103848833,presencial,False
204.97841744843709,online,False
551.9732796155841,presencial,False
266.4728042203133,online,False
312.1175903120252,online,False
447.3188955067681,presencial,False
266.67517769741676,presencial,False
558.8934586596595,online,False
253.30413016457558,presencial,False
339.30070204234175,online,False
287.09771697645925,online,False
463.1894595387533,online,False
177.66396827858017,presencial,False
375.8761944839877,online,False
123.14829724586714,online,False
203.62510215380513,online,False
668.2595585303625,online,False
463.46072348012495,presencial,False
189.87139575480015,online,False
259.2857996143787,online,False
568.4090480538094,presencial,False
597.4930496511184,presencial,False
135.38532479332656,online,False
654.081911958499,online,False
358.2084095386536,online,False
309.32803235291743,online,False
421.16323368979096,online,False
173.48832909752304,online,False
269.30887974466947,online,False
378.5176865483359,online,False
245.71400580067544,online,False
517.0709235127118,presencial,False
237.06024393681193,online,False
233.74989132432972,presencial,False
461.57510810286624,online,False
225.51897260721157,online,False
236.29570090941777,online,False
280.9838383744769,online,False
566.8925466079647,presencial,False
375.07110228678204,online,False
272.9720770193939,online,False
359.33721372880717,presencial,False
823.4871631121313,online,False
594.4665136750447,presencial,False
354.804444398035,online,False
266.66702463486274,online,False
595.3059220687079,online,False
562.0744393273905,online,False
290.4512694743517,online,False
622.708461788283,presencial,False
260.3236012520529,presencial,False
436.05716051023904,online,False
522.3790771591522,presencial,False
184.6315675184983,online,False
192.2747747009944,presencial,False
249.67075747762124,presencial,False
471.0184740377392,online,False
313.2766616417947,presencial,False
236.34738498973104,presencial,False
671.7209078721687,online,False
442.36131243940383,online,False
100.76562380573208,online,False
428.0079640192498,online,False
225.4165773842956,online,False
732.5368066423224,online,False
675.8152268109608,online,False
230.9657033370356,online,False
269.45513963311237,presencial,False
192.87826328857508,presencial,False
274.61758557068134,online,False
203.3346991830049,presencial,False
347.74997759465884,online,False
434.3176126391342,presencial,False
557.0324369386869,presencial,False
128.36831395824007,online,False
462.29267820054486,online,False
704.2718725056023,online,False
681.4304966210975,online,False
541.0381531374862,online,False
529.3513075698628,online,False
416.51072725655155,online,False
541.7701942120584,presencial,False
394.8380692988891,online,False
353.3982556410477,online,False
623.5251207576441,presencial,False
282.8135693784502,online,False
506.70049798429767,presencial,False
192.13426199907408,online,False
382.14607794169785,presencial,False
153.11391713864361,online,False
437.2853735583201,presencial,False
225.5575177649455,presencial,False
267.47439162457846,online,False
366.3694469786337,online,False
472.4216376649864,online,False
140.8660734272508,presencial,False
307.34286938053447,presencial,False
502.11043687047624,online,False
245.2312521621334,online,False
411.262081576236,online,False
647.4505358403835,online,False
353.7127947871819,presencial,False
365.7485448695921,presencial,False
538.1450954479607,online,False
219.60901892469943,online,False
377.92714750510635,presencial,False
336.443329343575,online,False
199.34200992100904,online,False
609.1703283167182,presencial,False
410.1144355091128,online,False
295.3802594645784,online,False
184.5625004085585,online,False
260.35705373724153,online,False
197.2210062459106,presencial,False
481.6220693551356,online,False
298.24425653021046,online,False
218.86862536825353,online,False
664.3185186067158,online,False
375.71909069837113,online,False
856.5428192238302,online,False
562.0353629415629,presencial,False
392.0784935857163,online,False
385.7185280275254,online,False
230.4449297828998,online,False
380.7319338206138,presencial,False
213.32927937560086,presencial,False
374.43476353502797,presencial,False
649.8637374355822,online,False
410.16602182227535,online,False
204.39193069241642,online,False
524.7909782435139,presencial,False
249.24472809352022,online,False
386.4322858213866,online,False
231.56720154241987,online,False
392.8223110590134,online,False
557.3820914079218,presencial,False
149.60165027486897,presencial,False
523.959374400419,presencial,False
248.13984419887765,presencial,False
473.12870195080563,online,False
361.2509344021298,presencial,False
381.0941198727792,presencial,False
615.6394769431438,online,False
94.85830551272386,online,False
269.9850880359001,presencial,False
384.9404848241157,online,False
504.6275175442627,online,False
445.12315330128735,online,False
384.0978310948125,online,False
394.3776874439572,online,False
193.99186078210846,online,False
426.1466835589813,online,False
375.9659797953019,online,False
502.7589930751336,presencial,False
762.0639598850715,presencial,False
588.5047468043952,online,False
98.60119690736524,presencial,False
323.27406137669374,online,False
406.6751179373465,presencial,False
333.2636683620614,online,False
657.5704213735353,online,False
178.70588088191826,presencial,False
290.38368955745153,online,False
251.49714551146187,online,False
47.1065546714088,presencial,True
551.6928370181204,presencial,False
399.27344882754835,online,False
485.19699488081005,online,False
339.4201189865767,online,False
445.2544087521903,online,False
229.25626822793325,online,False
208.1746558579483,presencial,False
116.53972766641348,presencial,False
127.99177637062019,presencial,False
198.28250133326912,online,False
216.13340285884127,online,False
191.6444476482936,online,False
214.73430729148217,presencial,False
375.23922714062826,presencial,False
487.10488910487214,online,False
247.06306999957465,presencial,False
222.49482970415414,online,False
363.71913784419377,online,False
847.1323322282186,presencial,False
411.1990577411384,presencial,False
420.7305171202306,online,False
183.8036415344185,presencial,False
281.9869720145862,online,False
208.49951336605324,presencial,False
321.9678102092923,online,False
145.92594332322437,online,False
103.10892509454013,presencial,False
328.84604949362233,online,False
303.298923034507,presencial,False
238.70233536652344,online,False
476.35326989806293,online,False
372.8539851119522,online,False
441.7931514565454,presencial,False
639.672300743615,presencial,False
724.1292003512804,online,False
334.77745522558007,online,False
371.0741724613875,online,False
252.6582837018407,presencial,False
315.31733074826406,online,False
296.65618890488895,online,False
355.25445502087405,presencial,False
301.2275565550522,presencial,False
288.36190633224044,presencial,False
452.4300034505062,online,False
399.1946134875166,presencial,False
197.10437843138524,presencial,False
332.9609572231144,presencial,False
490.401642373522,presencial,False
509.3692824507001,online,False
80.29395089302994,presencial,True
341.650249032788,presencial,False
142.76660757692602,presencial,False
356.6864783773753,online,False
258.4813954962093,online,False
440.90499054370287,online,False
565.37317551252,presencial,False
249.43211236579734,presencial,False
207.2120954632805,online,False
281.0963481533817,online,False
216.70085275220347,online,False
359.53234319803613,online,False
208.07363305591576,presencial,False
470.46459847140426,presencial,False
170.44323974766414,presencial,False
167.36237392747853,online,False
147.80388999436738,online,False
219.03237941955953,online,False
278.2208028438291,online,False
618.9612566403749,online,False
362.6120337424815,online,False
445.4988893437639,online,False
633.6945818330471,online,False
347.6250951382751,online,False
304.4755392476258,online,False
481.8860311318379,online,False
143.57262994425793,online,False
511.23502691337416,online,False
610.075553283565,online,False
434.7257095692139,presencial,False
401.4091763664654,online,False
463.46210086543647,online,False
171.54391857367304,online,False
427.30370150251076,online,False
275.3550755111008,online,False
244.82406115589552,presencial,False
393.84169418104824,online,False
313.68448145976237,online,False
277.1646999865383,online,False
138.696108104569,presencial,False
266.73871629126916,online,False
355.7434281511363,presencial,False
253.17607318992634,online,False
561.6318821450184,online,False
559.0127329114978,online,False
445.83627018787485,presencial,False
207.20653486955828,online,False
596.3871466694925,presencial,False
383.9971229798168,online,False
262.5123403930784,presencial,False
526.6736442479136,online,False
679.1125702588151,presencial,False
340.8971748757155,presencial,False
643.525518940184,online,False
407.18737472101986,online,False
777.0175747581856,online,False
392.76669260492736,online,False
257.8926590406588,online,False
399.65272033993307,online,False
126.53686424264654,online,False
611.6213150847454,online,False
396.2111923209174,online,False
431.73498390564873,online,False
414.35920155940084,online,False
426.64096204544575,online,False
417.4950452628422,online,False
277.01575019318983,online,False
216.66503819665613,online,False
508.08757378042156,online,False
207.04039794563937,online,False
80.90024263169852,presencial,True
183.09170140846493,presencial,False
342.8937170581396,online,False
391.1628254465338,online,False
607.6349065189678,presencial,False
155.12823314575544,online,False
635.3137143445965,online,False
291.2487900650122,online,False
592.5007579829125,online,False
329.92576915488274,online,False
425.03138683937703,online,False
505.11471051596334,online,False
456.5370117140838,presencial,False
373.8164635897992,online,False
43.17259666766229,presencial,True
446.463515455397,online,False
755.888144267148,online,False
299.7387635310721,online,False
278.2653358155631,presencial,False
196.7988343972828,online,False
436.5900062157902,online,False
246.86372681962922,presencial,False
214.73535773455066,presencial,False
387.0200026354407,online,False
315.6156676329551,online,False
204.33474742022997,presencial,False
240.00667420763924,online,False
645.9362290596596,online,False
376.74201778070227,presencial,False
348.0763217324692,online,False
232.8512690306707,online,False
543.1677506275356,presencial,False
476.70237618823484,online,False
100.79339301186107,presencial,False
634.2992300256715,presencial,False
437.39193921207675,online,False
197.6784634607017,online,False
304.15248950573414,online,False
191.7320332966212,online,False
249.52214386054274,presencial,False
343.5820289108375,presencial,False
371.8379333822591,online,False
259.40508829739053,presencial,False
189.44444461421307,online,False
167.16997491830057,online,False
275.94311796830635,online,False
454.8423269670068,online,False
443.87115689367886,online,False
362.9666173952865,online,False
553.5758262996691,presencial,False
455.3499009675031,presencial,False
130.33232508641183,online,False
577.5574207354196,online,False
155.46209503295333,online,False
325.44522432537616,online,False
42.79461469306709,online,True
122.68226248626368,presencial,False
279.17519641222634,online,False
471.33956444301424,online,False
550.1894170631788,presencial,False
230.70139098530143,online,False
665.4098726589465,presencial,False
472.01396276100354,online,False
325.04247125374707,presencial,False
557.2289580163199,presencial,False
189.95783730167898,presencial,False
420.555675833666,online,False
500.7902229383851,online,False
332.49502517128104,online,False
229.908719937269,online,False
209.20050276554608,presencial,False
476.1141764633642,online,False
251.4168497599933,presencial,False
872.0224197456184,online,False
245.15626027159925,online,False
489.8870795657334,online,False
332.334894847108,online,False
357.9626085358966,presencial,False
439.63030752937675,online,False
229.69927656127533,presencial,False
174.4224785403134,online,False
563.7798037701997,online,False
438.7418728972755,online,False
240.33457202128636,presencial,False
275.5925306348543,online,False
285.742104505713,online,False
244.76346656942414,online,False
174.0025421798225,presencial,False
480.41464260186126,online,False
510.99879337341883,presencial,False
857.0782867464117,presencial,False
214.2713772010041,online,False
484.8155461092296,online,False
366.335159083865,presencial,False
143.27040653825483,online,False
364.9870464159954,online,False
153.00625160518413,presencial,False
451.83211964217634,online,False
381.8327928415328,online,False
311.49200863203254,online,False
229.83455723066717,online,False
412.22730921274007,online,False
474.72383303276166,online,False
224.94751239910678,presencial,False
213.81319737013743,online,False
577.0793194375165,presencial,False
542.0546778569108,online,False
393.4903434680993,presencial,False
468.9938668522985,online,False
655.0397197719113,online,False
196.4756484125883,presencial,False
286.4279716129604,online,False
219.87810671093274,online,False
492.87586744058933,online,False
641.4612123446967,presencial,False
158.8897045654202,presencial,False
570.9494107737448,online,False
349.64757991624947,online,False
629.1690921351753,online,False
208.67306503939784,online,False
472.9742922797974,online,False
356.7870789030828,online,False
204.68226294764767,online,False
251.80008418256,presencial,False
299.2620438187194,online,False
478.5577460151616,online,False
159.6678512181139,presencial,False
170.27936235980613,presencial,False
341.57272444692575,online,False
177.59411959328702,presencial,False
416.9963356319788,online,False
242.57988060414934,online,False
839.6013909386842,online,False
293.99400251328257,online,False
244.380234421337,presencial,False
668.4188663743749,online,False
148.47825724332014,online,False
468.47635698234023,online,False
450.87361047207423,online,False
182.51335133801408,presencial,False
141.89428956589433,presencial,False
312.3858067680984,online,False
594.9022434336324,online,False
282.66156878630045,presencial,False
567.4172609625451,presencial,False
405.7433935518989,online,False
324.73816778044016,online,False
243.81458830422042,online,False
514.3391067720383,online,False
263.61874973919186,online,False
426.46213834298226,online,False
374.98953939507754,online,False
326.8235448366638,presencial,False
362.7092380219004,presencial,False
585.4764849878998,presencial,False
591.3296766691602,online,False
202.2928058500418,online,False
421.1878116028869,presencial,False
401.2517612934826,online,False
457.26565313149723,online,False
528.2759489069758,online,False
261.5868630440582,presencial,False
482.3152794496409,online,False
222.71676589322115,online,False
465.6054535682725,online,False
179.2705926616507,online,False
308.00036950301296,presencial,False
552.4133336284775,online,False
376.1631222597584,presencial,False
374.7423801153205,presencial,False
403.56595083072,online,False
523.2940000304308,online,False
432.3410233144225,online,False
631.3709411753254,online,False
211.29145177810116,online,False
538.7494235102179,online,False
483.46692949568484,presencial,False
292.03839603553524,presencial,False
593.2777511629739,online,False
313.41693368955816,presencial,False
153.88267183764012,online,False
476.89317430895255,online,False
598.9433669633452,presencial,False
339.80390963613803,online,False
429.7445900875954,online,False
220.7053237453125,online,False
365.20327266688264,presencial,False
281.1994565159526,online,False
381.573954947776,online,False
353.8077277242806,online,False
681.8069516162866,online,False
212.68980299817173,presencial,False
